School Year,Gender Description,School Code,School,School Type Description,Community Code,Community Description,Grade Description,Pediatric Category Description,Student Case Count,Student Enrollment Count,Prevalence,Lower CI,Upper CI,Statistical Significance,Stability,State Student Case Count,State Student Enrollment Count,State Prevalence,State Lower CI,State Upper CI,matched_name
2017-2018,Total,2580003,Bates,Public,258,Salem,Total,Asthma,16,342.0,4.7,2.4,7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,TIES
2017-2018,Total,820830,Bay Farm Montessori Acad,Private,82,Duxbury,Total,Asthma,NS,73.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Bay Farm Montessori Academy
2017-2018,Total,200810,Bayberry Christian School,Private,20,Barnstable,Total,Asthma,NS,22.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Bayberry Christian School
2017-2018,Total,35020405,Baystate Academy Charter Public School,Charter,281,Springfield,Total,Asthma,0,240.0,0,0,2.7,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Baystate Academy Charter Public School
2017-2018,Total,2480013,Beachmont Veterans Memorial School,Public,248,Revere,Total,Asthma,0,336.0,0,0,1.9,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Beachmont Veterans Memorial School
2017-2018,Total,2710005,Beal School,Public,271,Shrewsbury,Total,Asthma,11,309.0,3.6,1.5,5.7,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Balch School
2017-2018,Total,2380005,Beatrice H Wood Elementary,Public,238,Plainville,Total,Asthma,55,303.0,18.2,13.4,23,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Beatrice H Wood Elementary School
2017-2018,Total,10003,Beaver Brook Elementary School,Public,1,Abington,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Beaver Brook Elementary School
2017-2018,Total,460800,Beaver Country Day,Private,207,Newton,Total,Asthma,27,127.0,21.3,13.3,29.3,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Beaver Country Day School
2017-2018,Total,6350005,Becket Washington School,Public,22,Becket,Total,Asthma,8,108.0,7.4,2.3,12.5,Not statistically significantly different,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Becket Washington School
2017-2018,Total,1650003,Beebe,Public,165,Malden,Total,Asthma,141,893.0,15.8,13.2,18.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Beebe School
2017-2018,Total,2430020,Beechwood Knoll Elementary,Public,243,Quincy,Total,Asthma,17,351.0,4.8,2.5,7.1,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Beechwood Knoll Elementary School
2017-2018,Total,1070010,Beeman Memorial,Public,107,Gloucester,Total,Asthma,29,339.0,8.6,5.5,11.7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Beeman Memorial School
2017-2018,Total,350021,Beethoven,Public,35,Boston,Total,Asthma,36,280.0,12.9,8.7,17.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Bement School
2017-2018,Total,610010,Belcher,Public,61,Chicopee,Total,Asthma,61,271.0,22.5,16.9,28.1,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Belcher School
2017-2018,Total,610305,Bellamy Middle,Public,61,Chicopee,Total,Asthma,167,797.0,21,17.8,24.2,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Bellamy Middle School
2017-2018,Total,250505,Bellingham High School,Public,25,Bellingham,Total,Asthma,9,181.0,5,1.7,8.3,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Bellingham High School
2017-2018,Total,250315,Bellingham Memorial School,Public,25,Bellingham,Total,Asthma,15,719.0,2.1,1,3.2,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Berlin Memorial School
2017-2018,Total,260810,Belmont Day,Private,26,Belmont,Total,Asthma,34,254.0,13.4,8.9,17.9,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Belmont Day School
2017-2018,Total,260815,Belmont Hill,Private,26,Belmont,Total,Asthma,21,112.0,18.8,10.8,26.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Belmont Hill School
2017-2018,Total,3480020,Belmont Street Community,Public,348,Worcester,Total,Asthma,45,532.0,8.5,6,11,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Belmont Street Community School
2017-2018,Total,440006,Belmont Street Elementary,Public,44,Brockton,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,East Street Elementary School
2017-2018,Total,2620305,Belmonte Saugus Middle,Public,262,Saugus,Total,Asthma,112,650.0,17.2,14,20.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Belmont Middle School
2017-2018,Total,740815,Bement School,Private,74,Deerfield,Total,Asthma,6,199.0,3,.6,5.4,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Bement School
2017-2018,Total,4200205,Benjamin Banneker Charter Public School,Charter,49,Cambridge,Total,Asthma,70,332.0,21.1,16.2,26,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Benjamin Banneker Charter Public School
2017-2018,Total,4470205,Benjamin Franklin Classical Charter Public School,Charter,101,Franklin,Total,Asthma,60,443.0,13.5,10.1,16.9,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Benjamin Franklin Classical Charter Public School
2017-2018,Total,2930315,Benjamin Friedman Middle,Public,293,Taunton,Total,Asthma,117,762.0,15.4,12.6,18.2,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Benjamin Friedman Middle School
2017-2018,Total,2740015,Benjamin G Brown,Public,274,Somerville,Total,Asthma,32,231.0,13.9,9.1,18.7,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Benjamin G Brown School
2017-2018,Total,50020,Benjamin J Phelps,Public,5,Agawam,Total,Asthma,40,388.0,10.3,7.1,13.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Benjamin J Phelps School
2017-2018,Total,1530003,Bennett,Public,153,Leominster,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Bennett School
2017-2018,Total,1980005,Bennett-Hemenway,Public,198,Natick,Total,Asthma,53,594.0,8.9,6.5,11.3,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Bennett-Hemenway School
2017-2018,Total,2580005,Bentley,Public,258,Salem,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Bement School
2017-2018,Total,35110205,Bentley Academy Charter School,Charter,258,Salem,Total,Asthma,21,296.0,7.1,4.1,10.1,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Salem Academy Charter School
2017-2018,Total,350705,Berea SDA Acad,Private,35,Boston,Total,Asthma,8,,-800,0,-1354.4,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Berea SDA Academy
2017-2018,Total,270010,Berkley Community School,Public,27,Berkley,Total,Asthma,0,463.0,0,0,1.4,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Berkley Community School
2017-2018,Total,270305,Berkley Middle School,Public,27,Berkley,Total,Asthma,40,391.0,10.2,7,13.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Berkley Middle School
2017-2018,Total,4140305,Berkshire Arts and Technology Charter Public School,Charter,4,Adams,Total,Asthma,40,203.0,19.7,13.6,25.8,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Berkshire Arts and Technology Charter Public School
2017-2018,Total,1520815,Berkshire Christian School,Private,152,Lenox,Total,Asthma,NS,38.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Bayberry Christian School
2017-2018,Total,2830803,Berkshire Country Day School,Private,152,Lenox,Total,Asthma,6,99.0,6.1,1.2,11,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Berkshire Country Day School
2017-2018,Total,1480805,Berkshire Hills SDA Sch,Private,236,Pittsfield,Total,Asthma,NS,4.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Berkshire Hills SDA School
2017-2018,Total,1520520,Berkshire Montessori School,Private,152,Lenox,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Amherst Montessori School
2017-2018,Total,6350010,Berkshire Trail Elementary,Public,69,Cummington,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Berkshire Center
2017-2018,Total,280005,Berlin Memorial,Public,28,Berlin,Total,Asthma,15,168.0,8.9,4.4,13.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Berlin Memorial School
2017-2018,Total,7500006,Bernardston Elementary,Public,29,Bernardston,Total,Asthma,9,141.0,6.4,2.2,10.6,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Bernardston Elementary School
2017-2018,Total,6750007,Bessie Buker Elementary,Public,320,Wenham,Total,Asthma,19,257.0,7.4,4.1,10.7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Bessie Buker Elementary School
2017-2018,Total,1790805,Bethany Christian Acad,Private,179,Mendon,Total,Asthma,6,101.0,5.9,1.2,10.6,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Bethany Christian Academy
2017-2018,Total,2010140,Betsey B Winslow,Public,201,New Bedford,Total,Asthma,33,310.0,10.6,7,14.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Betsey B Winslow School
2017-2018,Total,2070305,Bigelow Middle,Public,207,Newton,Total,Asthma,64,521.0,12.3,9.3,15.3,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Bigelow Middle School
2017-2018,Total,2460005,Birch Meadow,Public,246,Reading,Total,Asthma,29,370.0,7.8,5,10.6,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Birch Meadow School
2017-2018,Total,1570815,"Birches School, Inc.",Private,157,Lincoln,Total,Asthma,NS,44.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,"Birches School, Inc."
2017-2018,Total,870305,Birchland Park,Public,85,East Longmeadow,Total,Asthma,142,663.0,21.4,17.9,24.9,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Birchland Park School
2017-2018,Total,3070305,Bird Middle,Public,307,Walpole,Total,Asthma,17,491.0,3.5,1.8,5.2,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Bird Middle School
2017-2018,Total,1460805,Bishop Ruocco House,Private,146,Lakeville,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Bishop Connolly High School
2017-2018,Total,350390,Blackstone,Public,35,Boston,Total,Asthma,102,499.0,20.4,16.4,24.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Blackstone Elementary School
2017-2018,Total,370005,Blanchard Memorial,Public,37,Boxborough,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Blanchard Memorial School
2017-2018,Total,6000005,Blanchard Memorial School,Public,37,Boxborough,Total,Asthma,11,447.0,2.5,1,4,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Blanchard Memorial School
2017-2018,Total,3260310,Blanchard Middle,Public,330,Westford,Total,Asthma,41,590.0,6.9,4.8,9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Blanchard Middle School
2017-2018,Total,6720033,Blandford Elementary,Public,33,Blandford,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Bradford Elementary School
2017-2018,Total,350905,Blessed Mother Teresa School,Private,35,Boston,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Blessed Sacrament School
2017-2018,Total,1370805,Blessed Sacrament,Private,137,Holyoke,Total,Asthma,15,152.0,9.9,4.9,14.9,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Blessed Sacrament School
2017-2018,Total,3070805,Blessed Sacrament Elem,Private,307,Walpole,Total,Asthma,60,305.0,19.7,14.7,24.7,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Blessed Sacrament School
2017-2018,Total,1490880,Blessed Stephen Bellesini O.S.A. Academy,Private,149,Lawrence,Total,Asthma,6,98.0,6.1,1.2,11,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Blessed Stephen Bellesini O.S.A. Academy
2017-2018,Total,500830,Blue Hill Montessori,Private,50,Canton,Total,Asthma,NS,6.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Blue Hill Montessori School
2017-2018,Total,1590005,Blueberry Hill,Public,159,Longmeadow,Total,Asthma,44,439.0,10,7,13,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Blueberry Hill School
2017-2018,Total,350710,Boston College High,Private,35,Boston,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Boston College High School
2017-2018,Total,4490305,Boston Collegiate Charter School,Charter,35,Boston,Total,Asthma,60,387.0,15.5,11.6,19.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Boston Collegiate Charter School
2017-2018,Total,4110305,Boston Green Academy Horace Mann Charter School,Charter,35,Boston,Total,Asthma,0,167.0,0,0,3.8,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Boston Green Academy Horace Mann Charter School
2017-2018,Total,350560,Boston Latin,Public,35,Boston,Total,Asthma,133,797.0,16.7,13.9,19.5,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Boston Latin School
2017-2018,Total,350545,Boston Latin Academy,Public,35,Boston,Total,Asthma,92,557.0,16.5,13.1,19.9,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Boston Latin Academy
2017-2018,Total,350413,Boston Middle School Academy,Public,35,Boston,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Norton Middle School
2017-2018,Total,4160305,Boston Preparatory Charter Public School,Charter,35,Boston,Total,Asthma,43,200.0,21.5,15.1,27.9,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Boston Preparatory Charter Public School
2017-2018,Total,4810550,Boston Renaissance Charter Public School,Charter,35,Boston,Total,Asthma,157,820.0,19.1,16.1,22.1,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Boston Renaissance Charter Public School
2017-2018,Total,350012,Boston Teachers Union School,Public,35,Boston,Total,Asthma,0,267.0,0,0,2.4,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Boston Teachers Union K-8 Pilot School
2017-2018,Total,460865,Boston Trinity Academy,Private,35,Boston,Total,Asthma,11,65.0,16.9,6.9,26.9,Not statistically significantly different,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Boston Latin Academy
2017-2018,Total,360325,Bourne Middle School,Public,36,Bourne,Total,Asthma,60,683.0,8.8,6.6,11,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Bourne Middle School
2017-2018,Total,360005,Bournedale Elementary School,Public,36,Bourne,Total,Asthma,24,376.0,6.4,3.8,9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Bournedale Elementary School
2017-2018,Total,3420005,Boutwell,Public,342,Wilmington,Total,Asthma,17,118.0,14.4,7.6,21.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Boutwell School
2017-2018,Total,610015,Bowe,Public,61,Chicopee,Total,Asthma,93,458.0,20.3,16.2,24.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Bowe School
2017-2018,Total,2070015,Bowen,Public,207,Newton,Total,Asthma,52,421.0,12.4,9,15.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Bowen School
2017-2018,Total,610020,Bowie,Public,61,Chicopee,Total,Asthma,31,333.0,9.3,6,12.6,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Bowie School
2017-2018,Total,1550008,Bowman,Public,155,Lexington,Total,Asthma,30,560.0,5.4,3.5,7.3,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Bowman School
2017-2018,Total,380820,Boxford Academy,Private,38,Boxford,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Concord Academy
2017-2018,Total,3070010,Boyden,Public,307,Walpole,Total,Asthma,47,356.0,13.2,9.4,17,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Boyden School
