SCHOOLS_PT_SCHID,SCHOOLS_PT_NAME,SCHOOLS_PT_ADDRESS,SCHOOLS_PT_TOWN_MAIL,SCHOOLS_PT_TOWN,SCHOOLS_PT_ZIPCODE,SCHOOLS_PT_PHONE,SCHOOLS_PT_GRADES,SCHOOLS_PT_TYPE,SCHOOLS_PT_TYPE_DESC,SCHOOLS_PT_DIST_NAME,SCHOOLS_PT_DIST_CODE,SCHOOLS_PT_MA_ADDR_ID,SCHOOLS_PT_TYPE_DESC2,updated_csv_csv_School_Year,updated_csv_csv_Gender_Description,updated_csv_csv_School_Code,updated_csv_csv_School,updated_csv_csv_School_Type_Description,updated_csv_csv_Community_Code,updated_csv_csv_Community_Description,updated_csv_csv_Grade_Description,updated_csv_csv_Pediatric_Category_Description,updated_csv_csv_Student_Case_Count,updated_csv_csv_Student_Enrollment_Count,updated_csv_csv_Prevalence,updated_csv_csv_Lower_CI,updated_csv_csv_Upper_CI,updated_csv_csv_Statistical_Significance,updated_csv_csv_Stability,updated_csv_csv_State_Student_Case_Count,updated_csv_csv_State_Student_Enrollment_Count,updated_csv_csv_State_Prevalence,updated_csv_csv_State_Lower_CI,updated_csv_csv_State_Upper_CI,updated_csv_csv_matched_name,NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAR_FID,NEAREST_OPENSPACE,NEAR_FID_ROAD,NEAREST_ROAD
02390005,Cold Spring School,25 Alden Street,Plymouth,PLYMOUTH,02360,508-830-4335,"K,01,02,03,04,05",ELE,Public Elementary,Plymouth,02390000,2176192, ,2017-2018,Total,240005,Cold Spring,Public,24,Belchertown,Total,Asthma,11,158.000000000000000,7,2.9,11.1,Statistically significantly lower,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Cold Spring School,69.1475906,0.0799543,12.2706718,24.8070507,25542,18.373181167457631,539377,19.606447595504072
00080050,Wildwood Elementary School,71 Strong Street,Amherst,AMHERST,01002,413-362-1400,"K,01,02,03,04,05,06",ELE,Public Elementary,Amherst,00080000,765438, ,2017-2018,Total,80050,Wildwood Elementary,Public,8,Amherst,Total,Asthma,45,403.000000000000000,11.2,7.9,14.5,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Wildwood Elementary School,36.8040085,0.0717946,16.6547813,21.7366085,2123,44.589686914862249,388681,50.566169205213711
06980020,Essex Elementary School,12 Story Street,Essex,ESSEX,01929,978-768-7324,"K,01,02,03,04,05",ELE,Public Elementary,Manchester Essex,06980000,1208023, ,2017-2018,Total,6980020,Essex Elementary,Public,92,Essex,Total,Asthma,16,228.000000000000000,7,3.6,10.4,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Essex Elementary School,33.8243179,0.0700673,12.8413296,23.3015118,25273,0.000000000000000,456408,29.661760921890750
00870305,Birchland Park School,50 Hanward Hill,East Longmeadow,EAST LONGMEADOW,01028,413-525-5480,"06,07,08",MID,Public Middle,East Longmeadow,00870000,164880, ,2017-2018,Total,870305,Birchland Park,Public,85,East Longmeadow,Total,Asthma,142,663.000000000000000,21.4,17.9,24.9,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Birchland Park School,43.5366783,0.0739632,15.8450174,20.5387249,40454,0.000000000000000,385663,87.552864349687397
01500025,Lee Elementary School,310 Greylock Street,Lee,LEE,01238,413-243-0336,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Lee,01500000,644715, ,2017-2018,Total,1500025,Lee Elementary,Public,150,Lee,Total,Asthma,44,329.000000000000000,13.4,9.4,17.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Lee Elementary School,43.9571190,0.0644521,39.0273361,23.1886349,27313,57.074830889555798,353717,184.065577003703709
01270005,Hatfield Elementary School,33 Main Street,Hatfield,HATFIELD,01038,413-247-5010,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Hatfield,01270000,253421, ,2017-2018,Total,1270005,Hatfield Elementary,Public,127,Hatfield,Total,Asthma,24,216.000000000000000,11.1,6.7,15.5,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Hatfield Elementary School,37.8392334,0.0712392,18.2299747,21.7782040,24761,27.597472907534861,379210,64.868882607256594
02360105,Silvio O Conte Community School,200 West Union Street,Pittsfield,PITTSFIELD,01201,413-448-9660,"PK,K,01,02,03,04,05",ELE,Public Elementary,Pittsfield,02360000,190217, ,2017-2018,Total,2360105,Silvio O Conte Community,Public,236,Pittsfield,Total,Asthma,73,345.000000000000000,21.2,16.3,26.1,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Silvio O Conte Community School,43.1450920,0.0639828,42.9550247,23.6291695,2006,127.659670957364995,342888,52.682443175816417
06800310,Wilbraham Middle School,466 Stony Hill Road,Wilbraham,WILBRAHAM,01095,413-596-9061,"06,07,08",MID,Public Middle,Hampden-Wilbraham,06800000,963039, ,2017-2018,Total,6800310,Wilbraham Middle,Public,339,Wilbraham,Total,Asthma,64,608.000000000000000,10.5,7.9,13.1,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Wilbraham Middle School,41.3204193,0.0738237,15.6945143,20.5629272,52453,56.157921688339968,401900,49.596155807637452
00050020,Benjamin J Phelps School,689 Main Street,Agawam,AGAWAM,01001,413-821-0587,"K,01,02,03,04",ELE,Public Elementary,Agawam,00050000,2261670, ,2017-2018,Total,50020,Benjamin J Phelps,Public,5,Agawam,Total,Asthma,40,388.000000000000000,10.3,7.1,13.5,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Benjamin J Phelps School,44.8716316,0.0717727,17.0451126,21.0951309,48600,23.996491671417409,398760,70.309879008196489
02460305,Arthur W Coolidge Middle School,89 Birch Meadow Drive,Reading,READING,01867,781-942-9158,"06,07,08",MID,Public Middle,Reading,02460000,2606105, ,2017-2018,Total,2460305,Arthur W Coolidge Middle,Public,246,Reading,Total,Asthma,52,476.000000000000000,10.9,7.9,13.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Arthur W Coolidge Middle School,40.8886528,0.0690816,15.4642181,23.3742676,33493,37.572652649535755,166786,63.235223748482518
01600330,Henry J Robinson Middle School,110 June Street,Lowell,LOWELL,01850,978-937-8974,"05,06,07,08",MID,Public Middle,Lowell,01600000,1986905, ,2017-2018,Total,1600330,Henry J Robinson Middle,Public,160,Lowell,Total,Asthma,140,666.000000000000000,21,17.5,24.5,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Henry J Robinson Middle School,34.6851845,0.0662298,14.9296808,22.8418999,23125,0.000000000000000,461828,20.680589827752694
00670825,Nashoba Brooks School,200 Strawberry Hill Road,Concord,CONCORD,01742,978-369-4591,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,2352988, ,2017-2018,Total,670825,Nashoba Brooks,Private,67,Concord,Total,Asthma,12,253.000000000000000,4.7,2,7.4,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Nashoba Brooks School,44.0858269,0.0687820,16.4895611,23.2418919,26030,148.641996472638766,113914,73.946564167201643
01530005,Lincoln School,100 DeCicco Drive,Leominster,LEOMINSTER,01453,978-534-7761,PK,ELE,Public Elementary,Leominster,01530000,1586500, ,2017-2018,Total,1780020,Lincoln,Public,178,Melrose,Total,Asthma,23,421.000000000000000,5.5,3.3,7.7,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Lincoln School,36.1920013,0.0701930,15.1166992,21.3518810,24391,0.000000000000000,77062,104.629338088530332
03500003,Delaney School,120 Taunton Street,Wrentham,WRENTHAM,02093,508-384-5430,"PK,K,01,02,03",ELE,Public Elementary,Wrentham,03500000,1841216, ,2017-2018,Total,3500003,Delaney,Public,350,Wrentham,Total,Asthma,19,497.000000000000000,3.8,2.1,5.5,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Delaney School,69.6137543,0.0743282,15.2147703,23.6856060,24819,0.000000000000000,492300,9.502221438615063
00160040,Hyman Fine Elementary School,790 Oak Hill Avenue,Attleboro,ATTLEBORO,02703,508-222-1419,"K,01,02,03,04",ELE,Public Elementary,Attleboro,00160000,2961636, ,2017-2018,Total,160040,Hyman Fine Elementary School,Public,16,Attleboro,Total,Asthma,43,483.000000000000000,8.9,6.2,11.6,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Hyman Fine Elementary School,75.4961929,0.0764843,14.0316944,24.4548683,48063,42.569717856573995,500220,47.818461057032366
02010040,James B Congdon School,50 Hemlock Street,New Bedford,NEW BEDFORD,02740,508-997-4511,"K,01,02,03,04,05,06",ELE,Public Elementary,New Bedford,02010000,4071671, ,2017-2018,Total,2010040,James B Congdon,Public,201,New Bedford,Total,Asthma,43,336.000000000000000,12.8,9,16.6,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,James B Congdon School,76.2627869,0.0777769,13.4442348,23.8515568,38925,0.000000000000000,254214,37.808826043983991
03300015,Woodland School,10 Alphabet Lane,Weston,WESTON,02493,781-786-5300,"PK,K,01,02,03",ELE,Public Elementary,Weston,03300000,2151616, ,2017-2018,Total,1850090,Woodland,Public,185,Milford,Total,Asthma,109,965.000000000000000,11.3,9.2,13.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Woodland School,52.6030807,0.0704764,17.5129585,23.4391270,37016,42.986809322358894,422199,48.824395857920983
02920006,Elizabeth S Brown School,29 Gardners Neck Road,Swansea,SWANSEA,02777,508-675-7892,"03,04,05",ELE,Public Elementary,Swansea,02920000,4213957, ,2017-2018,Total,2920006,Elizabeth S Brown,Public,292,Swansea,Total,Asthma,47,274.000000000000000,17.2,12.3,22.1,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Elizabeth S Brown School,80.5283890,0.0768180,13.3579674,24.8714714,40542,528.155003285272755,499407,17.624001444421896
03350012,Downey School,250 Downey Street,Westwood,WESTWOOD,02090,781-326-7500,"PK,K,01,02,03,04,05",ELE,Public Elementary,Westwood,03350000,2913536, ,2017-2018,Total,440110,Downey,Public,44,Brockton,Total,Asthma,107,629.000000000000000,17,13.8,20.2,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Downey School,66.3784637,0.0730931,17.0616741,23.3080254,28190,13.029899991120249,487504,63.781595345719751
03440020,Lynch Elementary School,10 Brantwood Road,Winchester,WINCHESTER,01890,781-721-7013,"PK,K,01,02,03,04,05",ELE,Public Elementary,Winchester,03440000,4176004, ,2017-2018,Total,3440020,Lynch Elementary,Public,344,Winchester,Total,Asthma,68,480.000000000000000,14.2,10.8,17.6,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Lynch Elementary School,45.7855301,0.0698806,16.5029621,23.4220085,51054,45.238890960171815,116593,36.124070099640377
00230012,Lt. Job Lane School,66 Sweetwater Avenue,Bedford,BEDFORD,01730,781-275-7606,"03,04,05",ELE,Public Elementary,Bedford,00230000,2383240, ,2017-2018,Total,230012,Lt Job Lane School,Public,23,Bedford,Total,Asthma,64,609.000000000000000,10.5,7.9,13.1,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Lt. Job Lane School,42.4580383,0.0682076,16.2760773,23.3125916,44515,28.824533507335449,426445,74.817541220818399
02780015,Plains Elementary School,00 Lyman Street,South Hadley,SOUTH HADLEY,01075,413-538-5068,"PK,K,01",ELE,Public Elementary,South Hadley,02780000,4255721, ,2017-2018,Total,2780015,Plains Elementary,Public,275,South Hadley,Total,Asthma,50,277.000000000000000,18.1,13.1,23.1,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Plains Elementary School,40.5593262,0.0713282,17.5120945,21.5972500,29803,69.863282695016892,26042,93.395631553111372
04200205,Benjamin Banneker Charter Public School,21 Notre Dame Avenue,Cambridge,CAMBRIDGE,02140,617-497-7771,"PK,K,01,02,03,04,05,06",CHA,Charter,Benjamin Banneker Charter,04200000,3616386, ,2017-2018,Total,4200205,Benjamin Banneker Charter Public School,Charter,49,Cambridge,Total,Asthma,70,332.000000000000000,21.1,16.2,26,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Benjamin Banneker Charter Public School,50.9534912,0.0709096,17.4311714,23.5089073,5240,122.876825641591282,97392,19.129372901990262
00090305,Doherty Middle School,50 Bartlet Street,Andover,ANDOVER,01810,978-247-9400,"06,07,08",MID,Public Middle,Andover,00090000,60848, ,2017-2018,Total,90305,Doherty Middle,Public,9,Andover,Total,Asthma,61,556.000000000000000,11,8.2,13.8,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Doherty Middle School,34.9973946,0.0674114,14.5004301,23.0894642,35046,146.902626585553463,195691,37.395520469954782
01010032,Parmenter School,235 Wachusett Street,Franklin,FRANKLIN,02038,508-541-5281,"K,01,02,03,04,05",ELE,Public Elementary,Franklin,01010000,2100545, ,2017-2018,Total,1010032,Parmenter,Public,101,Franklin,Total,Asthma,35,323.000000000000000,10.8,7.2,14.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Parmenter School,67.1525574,0.0739301,15.3562374,23.4880505,41060,0.000000000000000,505292,28.872871461343422
01840005,Howe-Manning School,26 Central Street,Middleton,MIDDLETON,01949,978-739-2800,"PK,03,04,05,06",ELE,Public Elementary,Middleton,01840000,666523, ,2017-2018,Total,1840005,Howe-Manning,Public,184,Middleton,Total,Asthma,44,380.000000000000000,11.6,8.2,15,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Howe-Manning School,37.3016090,0.0693202,14.4241619,23.4325962,24803,44.941913789786348,462720,37.353037505142268
02740005,Capuano Early Childhood Center,150 Glen Street,Somerville,SOMERVILLE,02145,617-629-5480,"PK,K,01",ELE,Public Elementary,Somerville,02740000,3211909, ,2017-2018,Total,2740005,Capuano Early Childhood Center,Public,274,Somerville,Total,Asthma,13,86.000000000000000,15.1,6.9,23.3,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Capuano Early Childhood Center,51.8966484,0.0713072,17.0778675,23.5362301,12825,21.723309813313445,138214,20.097513330807857
00440010,Brookfield School,135 Jon Drive,Brockton,BROCKTON,02302,508-580-7257,"PK,K,01,02,03,04,05",ELE,Public Elementary,Brockton,00440000,3279632, ,2017-2018,Total,1250505,Bromfield,Public,125,Harvard,Total,Asthma,30,253.000000000000000,11.9,7.6,16.2,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Brookfield School,70.5995026,0.0754854,14.4063339,23.7810345,43531,25.250428860240998,291914,68.374878360046779
02360310,Theodore Herberg Middle School,501 Pomeroy Avenue,Pittsfield,PITTSFIELD,01201,413-448-9640,"06,07,08",MID,Public Middle,Pittsfield,02360000,186927, ,2017-2018,Total,2360310,Theodore Herberg Middle,Public,236,Pittsfield,Total,Asthma,43,643.000000000000000,6.7,4.7,8.7,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Theodore Herberg Middle School,43.2439995,0.0640586,42.2285614,23.4022846,1984,44.832290514707282,362084,74.873105157017960
02430040,Atherton Hough School,1084 Sea Street,Quincy,QUINCY,02169,617-984-8797,"K,01,02,03,04,05",ELE,Public Elementary,Quincy,02430000,4028939, ,2017-2018,Total,2430040,Atherton Hough,Public,243,Quincy,Total,Asthma,28,251.000000000000000,11.2,7.1,15.3,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Atherton Hough School,60.3069725,0.0733898,15.2522650,23.4954624,45113,62.650181176754025,233743,35.065997113333225
01590025,Wolf Swamp Road School,62 Wolf Swamp Road,Longmeadow,LONGMEADOW,01106,413-565-4270,"PK,K,01,02,03,04,05",ELE,Public Elementary,Longmeadow,01590000,661259, ,2017-2018,Total,1590025,Wolf Swamp Road,Public,159,Longmeadow,Total,Asthma,43,351.000000000000000,12.3,8.6,16,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Wolf Swamp Road School,44.6828079,0.0736540,16.3571434,20.3943138,25365,50.344182516308777,46637,74.398810834922031
00230010,Lt. Eleazer Davis Elementary School,410 Davis Road,Bedford,BEDFORD,01730,781-275-6804,"PK,K,01,02",ELE,Public Elementary,Bedford,00230000,2379583, ,2017-2018,Total,230010,Lt Elezer Davis,Public,23,Bedford,Total,Asthma,36,597.000000000000000,6,4,8,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Lt. Eleazer Davis Elementary School,44.3223305,0.0686891,16.5743484,23.3369846,41151,0.000000000000000,435584,84.875612956654066
01640010,Huckleberry Hill School,5 Knoll Road,Lynnfield,LYNNFIELD,01940,781-334-5835,"K,01,02,03,04",ELE,Public Elementary,Lynnfield,01640000,3562902, ,2017-2018,Total,1640010,Huckleberry Hill,Public,164,Lynnfield,Total,Asthma,29,427.000000000000000,6.8,4.3,9.3,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Huckleberry Hill School,41.0516281,0.0700982,14.9361839,23.4763165,26868,34.003236499084792,190093,26.075220428340351
00310026,Hajjar Elementary School,59 Rogers Street,Billerica,BILLERICA,01862,978-528-8550,"K,01,02,03,04",ELE,Public Elementary,Billerica,00310000,2371554, ,2017-2018,Total,310026,Hajjar Elementary,Public,31,Billerica,Total,Asthma,33,462.000000000000000,7.1,4.7,9.5,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Hajjar Elementary School,38.0103149,0.0665097,15.5493402,23.1497421,51503,39.540832463852666,103900,138.416733734846758
00960405,Lawrence School,113 Lakeview Avenue,Falmouth,FALMOUTH,02540,508-548-0606,"07,08",MID,Public Middle,Falmouth,00960000,1332269, ,2017-2018,Total,460030,Lawrence,Public,46,Brookline,Total,Asthma,76,722.000000000000000,10.5,8.1,12.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Lawrence School,,0.0792342,13.3000002,23.0967426,2279,45.884699547767859,537450,27.800079089931952
01070042,Plum Cove School,15 Hickory Street,Gloucester,GLOUCESTER,01930,978-282-3030,"K,01,02,03,04,05",ELE,Public Elementary,Gloucester,01070000,3390354, ,2017-2018,Total,1070042,Plum Cove School,Public,107,Gloucester,Total,Asthma,23,212.000000000000000,10.8,6.4,15.2,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Plum Cove School,32.0172081,0.0694387,12.3291349,22.9668503,39794,0.000000000000000,447222,33.420045236911662
00790035,Brookside Elementary School,1560 Lakeview Avenue,Dracut,DRACUT,01826,978-957-0716,"PK,K,01,02,03,04,05",ELE,Public Elementary,Dracut,00790000,2317462, ,2017-2018,Total,790035,Brookside Elementary,Public,79,Dracut,Total,Asthma,72,457.000000000000000,15.8,12.2,19.4,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Brookside Elementary School,34.0794487,0.0664565,14.8396196,22.7636356,2883,39.283412370374116,433390,58.537027650282582
